119:1,1 0.003 -1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.026 25 3,15 0.001 0 -1 2,15 0.001 1 0 0,15 0.001 0 1 10.1786 140 13,2 0.001 1 1 15,3 0.001 1 -1 14,3 0.001 1 0 66.1428 320 13,14 0.001 0 1 15,15 0.001 0 -1 15,12 0.001 -1 -1 73.1429 335 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,14 f,15,0 
120:1,1 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.026 25 3,14 0.001 0 -1 3,15 0.001 1 0 0,15 0.001 1 1 10.1806 140 13,2 0.001 1 0 15,3 0.001 0 -1 14,3 0.001 1 0 66.1428 320 13,14 0.001 1 1 15,14 0.001 0 -1 15,12 0.001 -1 0 73.1439 335 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,14 f,15,0 
121:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.027 25 3,13 0.001 0 -1 3,15 0.001 1 -1 0,15 0.001 1 0 10.1816 140 14,2 0.001 1 0 15,2 0.001 0 -1 15,3 0.001 1 0 66.1458 320 13,14 0.001 1 0 15,13 0.001 0 -1 14,12 0.001 -1 0 73.1459 335 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,14 f,15,0 
122:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.027 25 3,12 0.001 0 -1 3,15 0.001 0 -1 1,15 0.001 1 0 10.1836 140 14,2 0.001 1 0 15,1 0.001 0 -1 15,3 0.001 1 -1 66.1468 320 13,14 0.001 1 0 15,12 0.001 0 -1 13,12 0.001 -1 0 73.1479 335 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,14 f,15,0 
123:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.027 25 3,12 0.001 -1 -1 3,14 0.001 0 -1 2,15 0.001 1 0 10.1856 140 14,2 0.001 1 -1 15,1 0.001 0 -1 15,3 0.001 0 -1 76.1469 335 13,14 0.001 1 0 15,12 0.001 -1 -1 12,12 0.001 -1 0 73.1489 335 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,1 f,14,14 
124:1,2 0.003 1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.027 25 3,12 0.001 -1 0 3,13 0.001 0 -1 3,15 0.001 1 0 10.1876 140 14,2 0.001 0 -1 15,0 0.001 0 -1 15,2 0.001 0 -1 76.1489 335 13,14 0.001 1 0 15,12 0.001 -1 0 12,12 0.001 -1 1 73.1489 335 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,1 f,14,14 
125:1,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.027 25 2,12 0.001 -1 0 3,12 0.001 0 -1 3,15 0.001 1 -1 10.1896 140 14,1 0.001 0 -1 15,0 0.001 -1 -1 15,1 0.001 0 -1 76.1509 335 13,14 0.001 1 0 14,12 0.001 -1 0 12,12 0.001 0 1 83.15 350 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,1 f,15,14 
126:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.028 25 1,12 0.001 -1 0 3,12 0.001 -1 -1 3,15 0.001 0 -1 10.1906 140 14,1 0.001 0 -1 15,0 0.001 -1 0 15,1 0.001 0 -1 76.1509 335 13,14 0.001 1 0 13,12 0.001 -1 0 12,13 0.001 0 1 83.152 350 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,1 f,15,14 
127:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.028 25 0,12 0.001 -1 0 3,12 0.001 -1 0 3,14 0.001 0 -1 10.1926 140 14,1 0.001 -1 -1 14,0 0.001 -1 0 15,0 0.001 0 -1 76.1529 335 14,14 0.001 1 0 12,12 0.001 -1 0 12,14 0.001 0 1 83.155 350 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,1 f,15,14 
128:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.028 25 0,12 0.001 -1 1 2,12 0.001 -1 0 3,13 0.001 0 -1 10.1946 140 14,1 0.001 -1 0 13,0 0.001 -1 0 15,0 0.001 -1 -1 76.1539 335 14,14 0.001 1 0 12,12 0.001 -1 1 12,15 0.001 0 1 93.1561 365 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,1 f,15,13 
129:2,2 0.003 1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.028 25 0,12 0.001 0 1 1,12 0.001 -1 0 3,12 0.001 0 -1 10.1966 140 14,1 0.001 -1 0 12,0 0.001 -1 0 15,0 0.001 -1 0 76.1549 335 14,14 0.001 1 -1 12,12 0.001 0 1 12,15 0.001 1 1 93.1561 365 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,1 f,15,13 
130:2,2 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.028 25 0,13 0.001 0 1 0,12 0.001 -1 0 3,12 0.001 -1 -1 10.1986 140 14,1 0.001 -1 0 12,0 0.001 -1 1 14,0 0.001 -1 0 83.156 350 14,14 0.001 0 -1 12,13 0.001 0 1 12,15 0.001 1 0 93.1571 365 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,15,3 f,15,13 
131:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.029 25 0,14 0.001 0 1 0,12 0.001 -1 1 3,12 0.001 -1 0 10.1996 140 14,1 0.001 -1 0 12,0 0.001 0 1 13,0 0.001 -1 0 83.157 350 14,13 0.001 0 -1 12,14 0.001 0 1 13,15 0.001 1 0 93.1601 365 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,15,3 f,15,13 
132:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.029 25 0,15 0.001 0 1 0,12 0.001 0 1 2,12 0.001 -1 0 10.2016 140 13,1 0.001 -1 0 12,1 0.001 0 1 12,0 0.001 -1 0 83.16 350 14,13 0.001 0 -1 12,15 0.001 0 1 14,15 0.001 1 0 93.1621 365 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,15,3 f,15,13 
133:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.029 25 0,15 0.001 1 1 0,13 0.001 0 1 1,12 0.001 -1 0 10.2036 140 13,1 0.001 -1 0 12,2 0.001 0 1 12,0 0.001 -1 1 83.161 350 14,13 0.001 -1 -1 12,15 0.001 1 1 15,15 0.001 1 0 93.1631 365 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,15,3 f,15,13 
134:2,1 0.003 -1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.029 25 0,15 0.001 1 0 0,14 0.001 0 1 0,12 0.001 -1 0 10.2056 140 13,1 0.001 -1 1 12,3 0.001 0 1 12,0 0.001 0 1 83.162 350 14,13 0.001 -1 0 12,15 0.001 1 0 15,15 0.001 1 -1 93.1631 365 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,15,3 f,15,13 
135:2,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.029 25 1,15 0.001 1 0 0,15 0.001 0 1 0,12 0.001 -1 1 10.2076 140 13,1 0.001 0 1 12,3 0.001 1 1 12,1 0.001 0 1 83.163 350 13,13 0.001 -1 0 13,15 0.001 1 0 15,15 0.001 0 -1 93.1651 365 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,15,3 f,15,13 
136:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.03 25 2,15 0.001 1 0 0,15 0.001 1 1 0,12 0.001 0 1 10.2086 140 13,2 0.001 0 1 12,3 0.001 1 0 12,2 0.001 0 1 83.165 350 13,13 0.001 -1 0 14,15 0.001 1 0 15,14 0.001 0 -1 93.1671 365 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,15,3 f,15,13 
137:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.03 25 3,15 0.001 1 0 0,15 0.001 1 0 0,13 0.001 0 1 10.2106 140 13,2 0.001 0 1 13,3 0.001 1 0 12,3 0.001 0 1 83.167 350 13,13 0.001 -1 1 15,15 0.001 1 0 15,14 0.001 0 -1 101.168 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,15,3 
138:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.03 25 3,15 0.001 1 -1 1,15 0.001 1 0 0,14 0.001 0 1 10.2126 140 13,2 0.001 1 1 14,3 0.001 1 0 12,3 0.001 1 1 83.168 350 13,13 0.001 0 1 15,15 0.001 1 -1 15,13 0.001 0 -1 101.169 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,15,3 
139:1,1 0.003 -1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.03 25 3,15 0.001 0 -1 2,15 0.001 1 0 0,15 0.001 0 1 10.2146 140 13,2 0.001 1 0 14,3 0.001 1 0 12,3 0.001 1 0 93.1681 365 13,14 0.001 0 1 15,15 0.001 0 -1 15,12 0.001 0 -1 101.171 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,14 
140:1,1 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.03 25 3,14 0.001 0 -1 3,15 0.001 1 0 0,15 0.001 1 1 10.2166 140 14,2 0.001 1 0 15,3 0.001 1 0 13,3 0.001 1 0 93.1711 365 13,14 0.001 0 1 15,14 0.001 0 -1 15,12 0.001 -1 -1 101.172 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,14 
141:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.031 25 3,13 0.001 0 -1 3,15 0.001 1 -1 0,15 0.001 1 0 10.2176 140 14,2 0.001 1 0 15,3 0.001 1 -1 14,3 0.001 1 0 93.1721 365 13,14 0.001 1 1 15,13 0.001 0 -1 15,12 0.001 -1 0 101.173 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,14 
142:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.031 25 3,12 0.001 0 -1 3,15 0.001 0 -1 1,15 0.001 1 0 10.2196 140 14,2 0.001 1 -1 15,3 0.001 0 -1 14,3 0.001 1 0 93.1721 365 13,14 0.001 1 0 15,13 0.001 0 -1 14,12 0.001 -1 0 101.174 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,14 
143:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.031 25 3,12 0.001 -1 -1 3,14 0.001 0 -1 2,15 0.001 1 0 10.2216 140 14,2 0.001 0 -1 15,2 0.001 0 -1 15,3 0.001 1 0 93.1741 365 14,14 0.001 1 0 15,12 0.001 0 -1 13,12 0.001 -1 0 101.177 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,14 
144:1,2 0.003 1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.031 25 3,12 0.001 -1 0 3,13 0.001 0 -1 3,15 0.001 1 0 10.2236 140 14,1 0.001 0 -1 15,1 0.001 0 -1 15,3 0.001 1 -1 93.1761 365 14,14 0.001 1 0 15,12 0.001 -1 -1 12,12 0.001 -1 0 101.178 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,14 
145:1,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.031 25 2,12 0.001 -1 0 3,12 0.001 0 -1 3,15 0.001 1 -1 10.2256 140 14,1 0.001 0 -1 15,0 0.001 0 -1 15,3 0.001 0 -1 93.1771 365 14,14 0.001 1 -1 15,12 0.001 -1 0 12,12 0.001 -1 1 101.178 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,14 
146:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.032 25 1,12 0.001 -1 0 3,12 0.001 -1 -1 3,15 0.001 0 -1 10.2266 140 14,1 0.001 -1 -1 15,0 0.001 -1 -1 15,2 0.001 0 -1 93.1781 365 14,14 0.001 0 -1 14,12 0.001 -1 0 12,12 0.001 0 1 101.179 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,14 
147:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.032 25 0,12 0.001 -1 0 3,12 0.001 -1 0 3,14 0.001 0 -1 10.2286 140 14,1 0.001 -1 0 15,0 0.001 -1 0 15,1 0.001 0 -1 93.1791 365 14,13 0.001 0 -1 13,12 0.001 -1 0 12,13 0.001 0 1 101.182 380 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,14 
148:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.032 25 0,12 0.001 -1 1 2,12 0.001 -1 0 3,13 0.001 0 -1 10.2306 140 13,1 0.001 -1 0 14,0 0.001 -1 0 15,0 0.001 0 -1 93.1821 365 14,13 0.001 0 -1 12,12 0.001 -1 0 12,13 0.001 0 1 110.183 395 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,1 f,12,15 
149:2,2 0.003 1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.032 25 0,12 0.001 0 1 1,12 0.001 -1 0 3,12 0.001 0 -1 10.2326 140 13,1 0.001 -1 0 13,0 0.001 -1 0 15,0 0.001 -1 -1 101.183 380 14,13 0.001 -1 -1 12,12 0.001 -1 1 12,14 0.001 0 1 110.184 395 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,15 f,13,2 
150:2,2 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.032 25 0,13 0.001 0 1 0,12 0.001 -1 0 3,12 0.001 -1 -1 10.2346 140 13,1 0.001 -1 1 12,0 0.001 -1 0 15,0 0.001 -1 0 101.184 380 14,13 0.001 -1 0 12,12 0.001 0 1 12,14 0.001 0 1 120.184 410 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,15 
151:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.033 25 0,14 0.001 0 1 0,12 0.001 -1 1 3,12 0.001 -1 0 10.2356 140 13,1 0.001 0 1 12,0 0.001 -1 1 14,0 0.001 -1 0 101.185 380 13,13 0.001 -1 0 12,13 0.001 0 1 12,15 0.001 0 1 120.187 410 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,15 
152:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.033 25 0,15 0.001 0 1 0,12 0.001 0 1 2,12 0.001 -1 0 10.2376 140 13,1 0.001 0 1 12,0 0.001 0 1 13,0 0.001 -1 0 101.186 380 13,13 0.001 -1 0 12,14 0.001 0 1 12,15 0.001 1 1 120.188 410 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,15 
153:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.033 25 0,15 0.001 1 1 0,13 0.001 0 1 1,12 0.001 -1 0 10.2396 140 13,1 0.001 0 1 12,1 0.001 0 1 12,0 0.001 -1 0 101.188 380 13,13 0.001 -1 1 12,14 0.001 0 1 12,15 0.001 1 0 120.188 410 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,15 
154:2,1 0.003 -1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.033 25 0,15 0.001 1 0 0,14 0.001 0 1 0,12 0.001 -1 0 10.2416 140 13,1 0.001 0 1 12,2 0.001 0 1 12,0 0.001 -1 1 110.189 395 13,13 0.001 0 1 12,14 0.001 0 1 12,15 0.001 1 0 120.188 410 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,15 f,15,1 
155:2,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.033 25 1,15 0.001 1 0 0,15 0.001 0 1 0,12 0.001 -1 1 10.2436 140 13,2 0.001 0 1 12,3 0.001 0 1 12,0 0.001 0 1 110.191 395 13,14 0.001 0 1 12,14 0.001 0 1 12,15 0.001 1 0 120.189 410 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,15 f,15,1 
156:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.034 25 2,15 0.001 1 0 0,15 0.001 1 1 0,12 0.001 0 1 10.2446 140 13,2 0.001 0 1 12,3 0.001 1 1 12,1 0.001 0 1 110.192 395 13,14 0.001 0 1 12,14 0.001 0 1 12,15 0.001 1 0 140.19 440 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,12 f,15,1 
157:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.034 25 3,15 0.001 1 0 0,15 0.001 1 0 0,13 0.001 0 1 10.2466 140 13,2 0.001 1 1 12,3 0.001 1 0 12,2 0.001 0 1 110.193 395 13,14 0.001 1 1 12,14 0.001 0 1 13,15 0.001 1 0 140.191 440 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,12 f,15,1 
158:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.034 25 3,15 0.001 1 -1 1,15 0.001 1 0 0,14 0.001 0 1 10.2486 140 13,2 0.001 1 0 13,3 0.001 1 0 12,3 0.001 0 1 110.195 395 13,14 0.001 1 0 12,15 0.001 0 1 14,15 0.001 1 0 140.193 440 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,12 f,15,1 
159:1,1 0.003 -1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.034 25 3,15 0.001 0 -1 2,15 0.001 1 0 0,15 0.001 0 1 10.2506 140 14,2 0.001 1 0 14,3 0.001 1 0 12,3 0.001 1 1 110.197 395 14,14 0.001 1 0 12,15 0.001 1 1 15,15 0.001 1 0 140.195 440 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,12 f,15,1 
160:1,1 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.034 25 3,14 0.001 0 -1 3,15 0.001 1 0 0,15 0.001 1 1 10.2526 140 14,2 0.001 1 0 15,3 0.001 1 0 12,3 0.001 1 0 110.198 395 14,14 0.001 1 0 12,15 0.001 1 0 15,15 0.001 1 -1 140.195 440 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,12 f,15,1 
161:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.035 25 3,13 0.001 0 -1 3,15 0.001 1 -1 0,15 0.001 1 0 10.2536 140 14,2 0.001 1 -1 15,3 0.001 1 -1 13,3 0.001 1 0 110.199 395 14,14 0.001 1 -1 13,15 0.001 1 0 15,15 0.001 0 -1 140.196 440 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,12 f,15,1 
162:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.035 25 3,12 0.001 0 -1 3,15 0.001 0 -1 1,15 0.001 1 0 10.2556 140 14,2 0.001 0 -1 15,3 0.001 0 -1 14,3 0.001 1 0 110.2 395 14,14 0.001 0 -1 14,15 0.001 1 0 15,14 0.001 0 -1 140.198 440 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,12 f,15,1 
163:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.035 25 3,12 0.001 -1 -1 3,14 0.001 0 -1 2,15 0.001 1 0 10.2576 140 14,1 0.001 0 -1 15,2 0.001 0 -1 15,3 0.001 1 0 110.203 395 14,13 0.001 0 -1 15,15 0.001 1 0 15,13 0.001 0 -1 140.201 440 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,12 f,15,1 
164:1,2 0.003 1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.035 25 3,12 0.001 -1 0 3,13 0.001 0 -1 3,15 0.001 1 0 10.2596 140 14,1 0.001 0 -1 15,2 0.001 0 -1 15,3 0.001 1 -1 120.203 410 14,13 0.001 0 -1 15,15 0.001 1 -1 15,12 0.001 0 -1 150.202 455 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,15,0 
165:1,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.035 25 2,12 0.001 -1 0 3,12 0.001 0 -1 3,15 0.001 1 -1 10.2616 140 14,1 0.001 -1 -1 15,1 0.001 0 -1 15,3 0.001 0 -1 120.204 410 14,13 0.001 -1 -1 15,15 0.001 0 -1 15,12 0.001 -1 -1 150.202 455 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,15,0 
166:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.036 25 1,12 0.001 -1 0 3,12 0.001 -1 -1 3,15 0.001 0 -1 10.2626 140 14,1 0.001 -1 0 15,1 0.001 0 -1 15,2 0.001 0 -1 130.206 425 14,13 0.001 -1 0 15,14 0.001 0 -1 15,12 0.001 -1 0 150.203 455 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,14,3 
167:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.036 25 0,12 0.001 -1 0 3,12 0.001 -1 0 3,14 0.001 0 -1 10.2646 140 13,1 0.001 -1 0 15,0 0.001 0 -1 15,1 0.001 0 -1 130.209 425 13,13 0.001 -1 0 15,13 0.001 0 -1 14,12 0.001 -1 0 150.206 455 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,14,3 
168:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.036 25 0,12 0.001 -1 1 2,12 0.001 -1 0 3,13 0.001 0 -1 10.2666 140 13,1 0.001 -1 0 15,0 0.001 -1 -1 15,1 0.001 0 -1 130.209 425 13,13 0.001 -1 0 15,12 0.001 0 -1 13,12 0.001 -1 0 150.208 455 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,14,3 
169:2,2 0.003 1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.036 25 0,12 0.001 0 1 1,12 0.001 -1 0 3,12 0.001 0 -1 10.2686 140 13,1 0.001 -1 1 15,0 0.001 -1 0 15,1 0.001 0 -1 130.209 425 13,13 0.001 -1 1 15,12 0.001 -1 -1 12,12 0.001 -1 0 150.209 455 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,14,3 
170:2,2 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.036 25 0,13 0.001 0 1 0,12 0.001 -1 0 3,12 0.001 -1 -1 10.2706 140 13,1 0.001 0 1 14,0 0.001 -1 0 15,0 0.001 0 -1 130.211 425 13,13 0.001 0 1 15,12 0.001 -1 0 12,12 0.001 -1 1 150.209 455 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,14,3 
171:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.037 25 0,14 0.001 0 1 0,12 0.001 -1 1 3,12 0.001 -1 0 10.2716 140 13,2 0.001 0 1 13,0 0.001 -1 0 15,0 0.001 -1 -1 130.213 425 13,14 0.001 0 1 14,12 0.001 -1 0 12,12 0.001 0 1 150.211 455 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,14,3 
172:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.037 25 0,15 0.001 0 1 0,12 0.001 0 1 2,12 0.001 -1 0 10.2736 140 13,2 0.001 0 1 12,0 0.001 -1 0 15,0 0.001 -1 0 130.214 425 13,14 0.001 0 1 13,12 0.001 -1 0 12,13 0.001 0 1 150.213 455 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,14 f,14,3 
173:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.037 25 0,15 0.001 1 1 0,13 0.001 0 1 1,12 0.001 -1 0 10.2756 140 13,2 0.001 1 1 12,0 0.001 -1 1 14,0 0.001 -1 0 130.215 425 13,14 0.001 1 1 12,12 0.001 -1 0 12,13 0.001 0 1 160.214 470 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,14,3 
174:2,1 0.003 -1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.037 25 0,15 0.001 1 0 0,14 0.001 0 1 0,12 0.001 -1 0 10.2776 140 13,2 0.001 1 0 12,0 0.001 0 1 13,0 0.001 -1 0 130.216 425 13,14 0.001 1 0 12,12 0.001 -1 1 12,14 0.001 0 1 160.215 470 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,14,3 
175:2,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.037 25 1,15 0.001 1 0 0,15 0.001 0 1 0,12 0.001 -1 1 10.2796 140 14,2 0.001 1 0 12,1 0.001 0 1 12,0 0.001 -1 0 130.219 425 14,14 0.001 1 0 12,12 0.001 0 1 12,15 0.001 0 1 160.217 470 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,14,3 
176:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.038 25 2,15 0.001 1 0 0,15 0.001 1 1 0,12 0.001 0 1 10.2806 140 14,2 0.001 1 0 12,2 0.001 0 1 12,0 0.001 -1 1 130.22 425 14,14 0.001 1 0 12,13 0.001 0 1 12,15 0.001 1 1 160.218 470 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,14,3 
177:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.038 25 3,15 0.001 1 0 0,15 0.001 1 0 0,13 0.001 0 1 10.2826 140 14,2 0.001 1 -1 12,3 0.001 0 1 12,0 0.001 0 1 130.221 425 14,14 0.001 1 -1 12,14 0.001 0 1 12,15 0.001 1 0 160.219 470 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,14,3 
