60:1,1 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.014 25 2,12 0.001 -1 0 3,13 0.001 0 -1 3,15 0.001 0 -1 10.0806 140 14,1 0.001 -1 -1 12,0 0.001 -1 1 14,0 0.001 -1 0 9.0668 170 13,14 0.001 1 1 12,13 0.001 0 1 12,15 0.001 1 1 18.071 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,13,13 
61:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.015 25 1,12 0.001 -1 0 3,12 0.001 0 -1 3,14 0.001 0 -1 10.0836 140 14,1 0.001 -1 0 12,0 0.001 0 1 13,0 0.001 -1 0 9.0678 170 13,14 0.001 1 0 12,14 0.001 0 1 12,15 0.001 1 0 18.072 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,13,13 
62:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.015 25 1,12 0.001 -1 0 3,12 0.001 -1 -1 3,14 0.001 0 -1 10.0836 140 13,1 0.001 -1 0 12,1 0.001 0 1 13,0 0.001 -1 0 9.0698 170 14,14 0.001 1 0 12,14 0.001 0 1 13,15 0.001 1 0 18.074 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,13,13 
63:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.015 25 0,12 0.001 -1 0 3,12 0.001 -1 0 3,13 0.001 0 -1 10.0856 140 13,1 0.001 -1 0 12,1 0.001 0 1 12,0 0.001 -1 0 12.0709 185 14,14 0.001 1 0 12,15 0.001 0 1 14,15 0.001 1 0 18.076 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,15,2 
64:1,2 0.003 1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.015 25 0,12 0.001 -1 1 2,12 0.001 -1 0 3,13 0.001 0 -1 10.0866 140 13,1 0.001 -1 1 12,2 0.001 0 1 12,0 0.001 -1 1 12.0719 185 14,14 0.001 1 -1 12,15 0.001 1 1 14,15 0.001 1 0 18.076 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,15,2 
65:1,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.015 25 0,12 0.001 0 1 1,12 0.001 -1 0 3,12 0.001 0 -1 10.0886 140 13,1 0.001 0 1 12,3 0.001 0 1 12,0 0.001 0 1 12.0729 185 14,14 0.001 0 -1 12,15 0.001 1 0 15,15 0.001 1 0 18.077 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,15,2 
66:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.016 25 0,13 0.001 0 1 1,12 0.001 -1 0 3,12 0.001 -1 -1 10.0896 140 13,2 0.001 0 1 12,3 0.001 1 1 12,1 0.001 0 1 12.0749 185 14,13 0.001 0 -1 13,15 0.001 1 0 15,15 0.001 1 -1 18.079 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,15,2 
67:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.016 25 0,14 0.001 0 1 0,12 0.001 -1 0 3,12 0.001 -1 0 10.0916 140 13,2 0.001 0 1 12,3 0.001 1 0 12,2 0.001 0 1 12.0759 185 14,13 0.001 0 -1 14,15 0.001 1 0 15,15 0.001 0 -1 18.08 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,15,2 
68:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.016 25 0,14 0.001 0 1 0,12 0.001 -1 1 2,12 0.001 -1 0 10.0926 140 13,2 0.001 1 1 13,3 0.001 1 0 12,2 0.001 0 1 12.0769 185 14,13 0.001 -1 -1 14,15 0.001 1 0 15,14 0.001 0 -1 18.081 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,15,2 
69:2,2 0.003 1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.016 25 0,15 0.001 0 1 0,12 0.001 0 1 1,12 0.001 -1 0 10.0946 140 13,2 0.001 1 0 14,3 0.001 1 0 12,3 0.001 0 1 12.0789 185 14,13 0.001 -1 0 15,15 0.001 1 0 15,13 0.001 0 -1 18.083 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,15,2 
70:2,2 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.016 25 0,15 0.001 1 1 0,13 0.001 0 1 1,12 0.001 -1 0 10.0956 140 14,2 0.001 1 0 14,3 0.001 1 0 12,3 0.001 1 1 12.0799 185 14,13 0.001 -1 0 15,15 0.001 1 -1 15,13 0.001 0 -1 18.083 200 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,13 f,15,2 
71:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.017 25 0,15 0.001 1 0 0,14 0.001 0 1 0,12 0.001 -1 0 10.0976 140 14,2 0.001 1 0 15,3 0.001 1 0 12,3 0.001 1 0 16.081 200 14,13 0.001 -1 0 15,15 0.001 0 -1 15,12 0.001 0 -1 24.0841 215 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,12 f,15,1 
72:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.017 25 1,15 0.001 1 0 0,14 0.001 0 1 0,12 0.001 -1 1 10.0986 140 14,2 0.001 1 -1 15,3 0.001 1 -1 13,3 0.001 1 0 16.082 200 13,13 0.001 -1 0 15,14 0.001 0 -1 15,12 0.001 -1 -1 24.0861 215 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,12 f,15,1 
73:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.017 25 2,15 0.001 1 0 0,15 0.001 0 1 0,12 0.001 0 1 10.1006 140 14,2 0.001 0 -1 15,3 0.001 0 -1 14,3 0.001 1 0 16.083 200 13,13 0.001 -1 0 15,13 0.001 0 -1 15,12 0.001 -1 0 24.0871 215 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,12 f,15,1 
74:2,1 0.003 -1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.017 25 2,15 0.001 1 0 0,15 0.001 1 1 0,13 0.001 0 1 10.1016 140 14,1 0.001 0 -1 15,2 0.001 0 -1 14,3 0.001 1 0 16.085 200 13,13 0.001 -1 1 15,13 0.001 0 -1 14,12 0.001 -1 0 24.0881 215 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,12 f,15,1 
75:2,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.017 25 3,15 0.001 1 0 0,15 0.001 1 0 0,14 0.001 0 1 10.1036 140 14,1 0.001 0 -1 15,2 0.001 0 -1 15,3 0.001 1 0 20.0861 215 13,13 0.001 0 1 15,12 0.001 0 -1 14,12 0.001 -1 0 27.0892 230 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,12 f,15,0 
76:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.018 25 3,15 0.001 1 -1 1,15 0.001 1 0 0,14 0.001 0 1 10.1046 140 14,1 0.001 -1 -1 15,1 0.001 0 -1 15,3 0.001 1 -1 20.0871 215 13,14 0.001 0 1 15,12 0.001 -1 -1 14,12 0.001 -1 0 31.0903 245 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,15 f,15,0 
77:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.018 25 3,15 0.001 0 -1 2,15 0.001 1 0 0,15 0.001 0 1 10.1066 140 14,1 0.001 -1 0 15,1 0.001 0 -1 15,3 0.001 0 -1 25.0872 230 13,14 0.001 0 1 15,12 0.001 -1 0 13,12 0.001 -1 0 31.0913 245 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,15 f,13,3 
78:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.018 25 3,14 0.001 0 -1 2,15 0.001 1 0 0,15 0.001 1 1 10.1076 140 13,1 0.001 -1 0 15,0 0.001 0 -1 15,2 0.001 0 -1 25.0902 230 13,14 0.001 1 1 14,12 0.001 -1 0 13,12 0.001 -1 0 31.0923 245 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,15 f,13,3 
79:1,1 0.003 -1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.018 25 3,13 0.001 0 -1 3,15 0.001 1 0 0,15 0.001 1 0 10.1096 140 13,1 0.001 -1 0 15,0 0.001 -1 -1 15,1 0.001 0 -1 25.0912 230 13,14 0.001 1 0 14,12 0.001 -1 0 12,12 0.001 -1 0 31.0933 245 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,15 f,13,3 
80:1,1 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.018 25 3,13 0.001 0 -1 3,15 0.001 1 -1 1,15 0.001 1 0 10.1106 140 13,1 0.001 -1 1 15,0 0.001 -1 0 15,1 0.001 0 -1 25.0912 230 14,14 0.001 1 0 13,12 0.001 -1 0 12,12 0.001 -1 1 31.0953 245 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,15 f,13,3 
81:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.019 25 3,12 0.001 0 -1 3,15 0.001 0 -1 2,15 0.001 1 0 10.1126 140 13,1 0.001 0 1 14,0 0.001 -1 0 15,0 0.001 0 -1 25.0932 230 14,14 0.001 1 0 13,12 0.001 -1 0 12,12 0.001 0 1 31.0953 245 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,15 f,13,3 
82:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.019 25 3,12 0.001 -1 -1 3,14 0.001 0 -1 2,15 0.001 1 0 10.1136 140 13,2 0.001 0 1 14,0 0.001 -1 0 15,0 0.001 -1 -1 25.0942 230 14,14 0.001 1 -1 13,12 0.001 -1 0 12,13 0.001 0 1 31.0963 245 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,15 f,13,3 
83:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.019 25 3,12 0.001 -1 0 3,13 0.001 0 -1 3,15 0.001 1 0 10.1156 140 13,2 0.001 0 1 14,0 0.001 -1 0 15,0 0.001 -1 0 36.0944 260 14,14 0.001 0 -1 12,12 0.001 -1 0 12,14 0.001 0 1 31.0983 245 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,15 f,14,3 
84:1,2 0.003 1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.019 25 2,12 0.001 -1 0 3,13 0.001 0 -1 3,15 0.001 1 -1 10.1166 140 13,2 0.001 1 1 13,0 0.001 -1 0 14,0 0.001 -1 0 36.0964 260 14,13 0.001 0 -1 12,12 0.001 -1 1 12,14 0.001 0 1 36.0994 260 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,15,15 
85:1,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.019 25 1,12 0.001 -1 0 3,12 0.001 0 -1 3,15 0.001 0 -1 10.1186 140 13,2 0.001 1 0 12,0 0.001 -1 0 13,0 0.001 -1 0 36.0984 260 14,13 0.001 0 -1 12,12 0.001 0 1 12,15 0.001 0 1 36.1004 260 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,15,15 
86:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.02 25 1,12 0.001 -1 0 3,12 0.001 -1 -1 3,14 0.001 0 -1 10.1196 140 14,2 0.001 1 0 12,0 0.001 -1 1 13,0 0.001 -1 0 36.0994 260 14,13 0.001 -1 -1 12,13 0.001 0 1 12,15 0.001 1 1 36.1014 260 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,15,15 
87:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.02 25 0,12 0.001 -1 0 3,12 0.001 -1 0 3,13 0.001 0 -1 10.1216 140 14,2 0.001 1 0 12,0 0.001 0 1 13,0 0.001 -1 0 36.0994 260 14,13 0.001 -1 0 12,14 0.001 0 1 12,15 0.001 1 0 36.1024 260 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,15,15 
88:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.02 25 0,12 0.001 -1 1 2,12 0.001 -1 0 3,13 0.001 0 -1 10.1226 140 14,2 0.001 1 -1 12,1 0.001 0 1 12,0 0.001 -1 0 36.1014 260 13,13 0.001 -1 0 12,14 0.001 0 1 13,15 0.001 1 0 36.1044 260 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,15,15 
89:2,2 0.003 1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.02 25 0,12 0.001 0 1 1,12 0.001 -1 0 3,12 0.001 0 -1 10.1246 140 14,2 0.001 0 -1 12,2 0.001 0 1 12,0 0.001 -1 1 36.1024 260 13,13 0.001 -1 0 12,15 0.001 0 1 14,15 0.001 1 0 36.1064 260 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,15,15 
90:2,2 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.02 25 0,13 0.001 0 1 0,12 0.001 -1 0 3,12 0.001 -1 -1 10.1266 140 14,1 0.001 0 -1 12,3 0.001 0 1 12,0 0.001 0 1 36.1044 260 13,13 0.001 -1 1 12,15 0.001 1 1 14,15 0.001 1 0 42.1065 275 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,14,14 
91:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.021 25 0,14 0.001 0 1 0,12 0.001 -1 1 3,12 0.001 -1 0 10.1276 140 14,1 0.001 0 -1 12,3 0.001 1 1 12,1 0.001 0 1 36.1054 260 13,13 0.001 0 1 12,15 0.001 1 0 15,15 0.001 1 0 42.1075 275 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,14,14 
92:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.021 25 0,15 0.001 0 1 0,12 0.001 0 1 2,12 0.001 -1 0 10.1296 140 14,1 0.001 -1 -1 12,3 0.001 1 0 12,2 0.001 0 1 36.1064 260 13,14 0.001 0 1 13,15 0.001 1 0 15,15 0.001 1 -1 42.1095 275 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,14,14 
93:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.021 25 0,15 0.001 1 1 0,13 0.001 0 1 1,12 0.001 -1 0 10.1316 140 14,1 0.001 -1 0 13,3 0.001 1 0 12,3 0.001 0 1 36.1084 260 13,14 0.001 0 1 14,15 0.001 1 0 15,15 0.001 0 -1 42.1105 275 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,3 f,14,14 
94:2,1 0.003 -1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.021 25 0,15 0.001 1 0 0,14 0.001 0 1 0,12 0.001 -1 0 10.1336 140 13,1 0.001 -1 0 13,3 0.001 1 0 12,3 0.001 1 1 43.1095 275 13,14 0.001 1 1 14,15 0.001 1 0 15,14 0.001 0 -1 42.1115 275 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,14 
95:2,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.021 25 1,15 0.001 1 0 0,15 0.001 0 1 0,12 0.001 -1 1 10.1356 140 13,1 0.001 -1 0 14,3 0.001 1 0 12,3 0.001 1 0 43.1105 275 13,14 0.001 1 0 15,15 0.001 1 0 15,13 0.001 0 -1 42.1135 275 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,14 
96:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.022 25 2,15 0.001 1 0 0,15 0.001 1 1 0,12 0.001 0 1 10.1366 140 13,1 0.001 -1 1 15,3 0.001 1 0 13,3 0.001 1 0 43.1125 275 13,14 0.001 1 0 15,15 0.001 1 -1 15,12 0.001 0 -1 42.1145 275 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,14 
97:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.022 25 3,15 0.001 1 0 0,15 0.001 1 0 0,13 0.001 0 1 10.1386 140 13,1 0.001 0 1 15,3 0.001 1 -1 14,3 0.001 1 0 43.1135 275 13,14 0.001 1 0 15,15 0.001 0 -1 15,12 0.001 -1 -1 42.1145 275 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,14 
98:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.022 25 3,15 0.001 1 -1 1,15 0.001 1 0 0,14 0.001 0 1 10.1406 140 13,2 0.001 0 1 15,3 0.001 0 -1 14,3 0.001 1 0 43.1145 275 13,14 0.001 1 0 15,14 0.001 0 -1 15,12 0.001 -1 0 49.1156 290 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,13 
99:1,1 0.003 -1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.022 25 3,15 0.001 0 -1 2,15 0.001 1 0 0,15 0.001 0 1 10.1426 140 13,2 0.001 0 1 15,2 0.001 0 -1 15,3 0.001 1 0 43.1165 275 14,14 0.001 1 0 15,13 0.001 0 -1 14,12 0.001 -1 0 49.1186 290 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,13 
100:1,1 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.022 25 3,14 0.001 0 -1 3,15 0.001 1 0 0,15 0.001 1 1 10.1446 140 13,2 0.001 1 1 15,1 0.001 0 -1 15,3 0.001 1 -1 43.1175 275 14,14 0.001 1 0 15,12 0.001 0 -1 13,12 0.001 -1 0 49.1206 290 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,13 
101:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.023 25 3,13 0.001 0 -1 3,15 0.001 1 -1 0,15 0.001 1 0 10.1456 140 13,2 0.001 1 0 15,0 0.001 0 -1 15,3 0.001 0 -1 43.1185 275 14,14 0.001 1 -1 15,12 0.001 -1 -1 12,12 0.001 -1 0 49.1216 290 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,13 
102:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.023 25 3,12 0.001 0 -1 3,15 0.001 0 -1 1,15 0.001 1 0 10.1476 140 14,2 0.001 1 0 15,0 0.001 -1 -1 15,2 0.001 0 -1 43.1205 275 14,14 0.001 0 -1 15,12 0.001 -1 0 12,12 0.001 -1 1 49.1216 290 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,13 
103:1,2 0.003 0 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.023 25 3,12 0.001 -1 -1 3,14 0.001 0 -1 2,15 0.001 1 0 10.1496 140 14,2 0.001 1 0 15,0 0.001 -1 0 15,1 0.001 0 -1 43.1215 275 14,14 0.001 0 -1 14,12 0.001 -1 0 12,12 0.001 0 1 49.1226 290 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,13 
104:1,2 0.003 1 1 2,3 0.003 -1 1 0,2 0.001 0 1 10.023 25 3,12 0.001 -1 0 3,13 0.001 0 -1 3,15 0.001 1 0 10.1516 140 14,2 0.001 1 -1 14,0 0.001 -1 0 15,0 0.001 0 -1 43.1235 275 14,14 0.001 0 -1 13,12 0.001 -1 0 12,13 0.001 0 1 49.1246 290 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,14,13 
105:1,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.023 25 2,12 0.001 -1 0 3,12 0.001 0 -1 3,15 0.001 1 -1 10.1536 140 14,2 0.001 0 -1 13,0 0.001 -1 0 15,0 0.001 -1 -1 43.1245 275 14,14 0.001 0 -1 12,12 0.001 -1 0 12,14 0.001 0 1 57.1267 305 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,13,15 
106:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.024 25 1,12 0.001 -1 0 3,12 0.001 -1 -1 3,15 0.001 0 -1 10.1546 140 14,1 0.001 0 -1 12,0 0.001 -1 0 15,0 0.001 -1 0 43.1265 275 14,14 0.001 0 -1 12,12 0.001 -1 1 12,15 0.001 0 1 57.1277 305 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,13,15 
107:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.024 25 0,12 0.001 -1 0 3,12 0.001 -1 0 3,14 0.001 0 -1 10.1566 140 14,1 0.001 0 -1 12,0 0.001 -1 1 14,0 0.001 -1 0 43.1275 275 14,13 0.001 0 -1 12,12 0.001 0 1 12,15 0.001 1 1 57.1287 305 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,13,15 
108:2,2 0.003 1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.024 25 0,12 0.001 -1 1 2,12 0.001 -1 0 3,13 0.001 0 -1 10.1586 140 14,1 0.001 -1 -1 12,0 0.001 0 1 13,0 0.001 -1 0 43.1285 275 14,13 0.001 0 -1 12,13 0.001 0 1 12,15 0.001 1 0 57.1297 305 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,13,15 
109:2,2 0.003 1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.024 25 0,12 0.001 0 1 1,12 0.001 -1 0 3,12 0.001 0 -1 10.1606 140 14,1 0.001 -1 0 12,1 0.001 0 1 12,0 0.001 -1 0 43.1305 275 14,13 0.001 -1 -1 12,14 0.001 0 1 12,15 0.001 1 0 57.1307 305 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,12,2 f,13,15 
110:2,2 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.024 25 0,13 0.001 0 1 0,12 0.001 -1 0 3,12 0.001 -1 -1 10.1626 140 13,1 0.001 -1 0 12,1 0.001 0 1 12,0 0.001 -1 1 51.1316 290 14,13 0.001 -1 0 12,14 0.001 0 1 12,15 0.001 1 0 64.1308 320 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,14 
111:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.025 25 0,14 0.001 0 1 0,12 0.001 -1 1 3,12 0.001 -1 0 10.1636 140 13,1 0.001 -1 0 12,2 0.001 0 1 12,0 0.001 0 1 51.1326 290 13,13 0.001 -1 0 12,14 0.001 0 1 13,15 0.001 1 0 64.1328 320 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,14 
112:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.025 25 0,15 0.001 0 1 0,12 0.001 0 1 2,12 0.001 -1 0 10.1656 140 13,1 0.001 -1 1 12,3 0.001 0 1 12,1 0.001 0 1 51.1346 290 13,13 0.001 -1 0 12,15 0.001 0 1 14,15 0.001 1 0 64.1348 320 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,14 
113:2,1 0.003 0 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.025 25 0,15 0.001 1 1 0,13 0.001 0 1 1,12 0.001 -1 0 10.1676 140 13,1 0.001 0 1 12,3 0.001 1 1 12,2 0.001 0 1 51.1356 290 13,13 0.001 -1 1 12,15 0.001 1 1 15,15 0.001 1 0 64.1358 320 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,14 
114:2,1 0.003 -1 -1 2,3 0.003 -1 1 0,2 0.001 0 1 10.025 25 0,15 0.001 1 0 0,14 0.001 0 1 0,12 0.001 -1 0 10.1696 140 13,1 0.001 0 1 12,3 0.001 1 0 12,2 0.001 0 1 51.1356 290 13,13 0.001 0 1 12,15 0.001 1 0 15,15 0.001 1 -1 64.1358 320 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,14 
115:2,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.025 25 1,15 0.001 1 0 0,15 0.001 0 1 0,12 0.001 -1 1 10.1716 140 13,1 0.001 0 1 13,3 0.001 1 0 12,3 0.001 0 1 51.1376 290 13,13 0.001 0 1 13,15 0.001 1 0 15,15 0.001 0 -1 64.1368 320 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,2 f,13,14 
116:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.026 25 2,15 0.001 1 0 0,15 0.001 1 1 0,12 0.001 0 1 10.1726 140 13,1 0.001 0 1 13,3 0.001 1 0 12,3 0.001 1 1 66.1378 320 13,13 0.001 0 1 14,15 0.001 1 0 15,14 0.001 0 -1 64.1388 320 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,13,14 f,15,0 
117:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.026 25 3,15 0.001 1 0 0,15 0.001 1 0 0,13 0.001 0 1 10.1746 140 13,2 0.001 0 1 14,3 0.001 1 0 12,3 0.001 1 0 66.1398 320 13,13 0.001 0 1 15,15 0.001 1 0 15,13 0.001 0 -1 73.1409 335 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,14 f,15,0 
118:1,1 0.003 -1 0 2,3 0.003 -1 1 0,2 0.001 0 1 10.026 25 3,15 0.001 1 -1 1,15 0.001 1 0 0,14 0.001 0 1 10.1766 140 13,2 0.001 0 1 15,3 0.001 1 0 13,3 0.001 1 0 66.1418 320 13,14 0.001 0 1 15,15 0.001 1 -1 15,12 0.001 0 -1 73.1429 335 ::s,0,1 s,0,3 s,1,3 s,2,0 f,2,14 s,3,2 f,3,3 f,14,14 f,15,0 
