update,timeToCoalescence,ID,accuracy_AVE,accuracy_LIST,alive,cooperation_AVE,cooperation_LIST,genomeLength,optimizeValue,sGained_AVE,sGained_LIST,sLost_AVE,sLost_LIST,score_AVE,score_LIST,teamActivity_AVE,teamActivity_LIST,timeOfBirth,totalBuilt_AVE,totalBuilt_LIST,totalFF_AVE,totalFF_LIST,totalGotHit_AVE,totalGotHit_LIST,totalHarvest_AVE,totalHarvest_LIST,totalShots_AVE,totalShots_LIST,totalStructFF_AVE,totalStructFF_LIST,totalStructGotHit_AVE,totalStructGotHit_LIST,totalStructHit_AVE,totalStructHit_LIST,totalSuccessfulShots_AVE,totalSuccessfulShots_LIST,totalSwitch_AVE,totalSwitch_LIST
11800,0,3823527,25.000000,"[25.000000]",1,0.000000,"[0.000000]",13734,6.800240,9.000000,"[9.000000]",10.998800,"[10.998800]",6.800240,"[6.800240]",10.000000,"[10.000000]",11800,0.000000,"[0]",2.000000,"[2]",2.000000,"[2]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",2.000000,"[2]"
11900,0,3855995,100.000000,"[100.000000]",1,2.000000,"[2.000000]",12256,35.611800,36.000000,"[36.000000]",6.941000,"[6.941000]",35.611800,"[35.611800]",16.000000,"[16.000000]",11900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
12000,0,3888385,0.000000,"[0.000000]",1,0.000000,"[0.000000]",14162,38.993280,40.000000,"[40.000000]",5.033600,"[5.033600]",38.993280,"[38.993280]",0.000000,"[0.000000]",12000,8.000000,"[8]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
12100,0,3920818,100.000000,"[100.000000]",1,8.000000,"[8.000000]",13045,75.826000,73.000000,"[73.000000]",5.870000,"[5.870000]",75.826000,"[75.826000]",9.000000,"[9.000000]",12100,9.000000,"[9]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",7.000000,"[7]",0.000000,"[0]",1.000000,"[1]",2.000000,"[2]"
12200,0,3953207,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15025,35.586400,36.000000,"[36.000000]",2.068000,"[2.068000]",35.586400,"[35.586400]",7.000000,"[7.000000]",12200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
12300,0,3985615,75.000000,"[75.000000]",1,0.000000,"[0.000000]",17609,25.830760,27.000000,"[27.000000]",5.846200,"[5.846200]",25.830760,"[25.830760]",15.000000,"[15.000000]",12300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",9.000000,"[9]",2.000000,"[2]"
12400,0,4017987,8.333333,"[8.333333]",1,0.000000,"[0.000000]",12941,2.083000,3.002000,"[3.002000]",4.595000,"[4.595000]",2.083000,"[2.083000]",6.000000,"[6.000000]",12400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",2.000000,"[2]"
12500,0,4050335,100.000000,"[100.000000]",1,0.000000,"[0.000000]",12751,34.757640,36.001000,"[36.001000]",6.216800,"[6.216800]",34.757640,"[34.757640]",16.000000,"[16.000000]",12500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
12600,0,4082817,58.333333,"[58.333333]",1,0.000000,"[0.000000]",12515,19.338200,21.000000,"[21.000000]",8.309000,"[8.309000]",19.338200,"[19.338200]",7.000000,"[7.000000]",12600,0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",7.000000,"[7]",2.000000,"[2]"
12700,0,4115178,100.000000,"[100.000000]",1,0.000000,"[0.000000]",13494,35.166340,36.000000,"[36.000000]",4.168300,"[4.168300]",35.166340,"[35.166340]",6.000000,"[6.000000]",12700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
12800,0,4147602,100.000000,"[100.000000]",1,0.000000,"[0.000000]",17090,2.301480,3.000000,"[3.000000]",3.492600,"[3.492600]",2.301480,"[2.301480]",0.000000,"[0.000000]",12800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",1.000000,"[1]"
12900,0,4180005,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15392,28.206880,36.000000,"[36.000000]",38.965600,"[38.965600]",28.206880,"[28.206880]",0.000000,"[0.000000]",12900,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
13000,0,4212410,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15328,35.237560,36.000000,"[36.000000]",3.812200,"[3.812200]",35.237560,"[35.237560]",4.000000,"[4.000000]",13000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
13100,0,4244755,100.000000,"[100.000000]",1,0.000000,"[0.000000]",13001,35.217840,36.000000,"[36.000000]",3.910800,"[3.910800]",35.217840,"[35.217840]",0.000000,"[0.000000]",13100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
13200,0,4277172,0.000000,"[0.000000]",1,0.000000,"[0.000000]",12451,-0.272000,0.000000,"[0.000000]",1.360000,"[1.360000]",-0.272000,"[-0.272000]",0.000000,"[0.000000]",13200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]"
13300,0,4309565,100.000000,"[100.000000]",1,0.000000,"[0.000000]",12908,25.001920,36.001000,"[36.001000]",54.995400,"[54.995400]",25.001920,"[25.001920]",5.000000,"[5.000000]",13300,0.000000,"[0]",0.000000,"[0]",16.000000,"[16]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
13400,0,4341958,100.000000,"[100.000000]",1,0.000000,"[0.000000]",11662,35.600160,36.000000,"[36.000000]",1.999200,"[1.999200]",35.600160,"[35.600160]",0.000000,"[0.000000]",13400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]"
13500,0,4374383,100.000000,"[100.000000]",1,0.000000,"[0.000000]",14941,35.528600,36.000000,"[36.000000]",2.357000,"[2.357000]",35.528600,"[35.528600]",14.000000,"[14.000000]",13500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
13600,0,4406726,100.000000,"[100.000000]",1,0.000000,"[0.000000]",19028,28.615720,36.000000,"[36.000000]",36.921400,"[36.921400]",28.615720,"[28.615720]",0.000000,"[0.000000]",13600,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]"
13700,0,4439152,100.000000,"[100.000000]",1,0.000000,"[0.000000]",12039,33.800000,36.000000,"[36.000000]",11.000000,"[11.000000]",33.800000,"[33.800000]",13.000000,"[13.000000]",13700,0.000000,"[0]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
13800,0,4471535,100.000000,"[100.000000]",1,0.000000,"[0.000000]",12789,35.498340,36.000000,"[36.000000]",2.508300,"[2.508300]",35.498340,"[35.498340]",6.000000,"[6.000000]",13800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
13900,0,4504019,100.000000,"[100.000000]",1,0.000000,"[0.000000]",16727,35.075560,36.000000,"[36.000000]",4.622200,"[4.622200]",35.075560,"[35.075560]",15.000000,"[15.000000]",13900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
14000,0,4536429,91.666667,"[91.666667]",1,0.000000,"[0.000000]",19154,32.208960,33.002000,"[33.002000]",3.965200,"[3.965200]",32.208960,"[32.208960]",2.000000,"[2.000000]",14000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",1.000000,"[1]"
14100,0,4568786,100.000000,"[100.000000]",1,0.000000,"[0.000000]",19814,27.411800,36.000000,"[36.000000]",42.941000,"[42.941000]",27.411800,"[27.411800]",0.000000,"[0.000000]",14100,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
14200,0,4601200,100.000000,"[100.000000]",1,1.000000,"[1.000000]",18366,35.115880,36.000000,"[36.000000]",6.920600,"[6.920600]",35.115880,"[35.115880]",15.000000,"[15.000000]",14200,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
14300,0,4633546,100.000000,"[100.000000]",1,2.000000,"[2.000000]",12592,35.780440,36.000000,"[36.000000]",6.097800,"[6.097800]",35.780440,"[35.780440]",12.000000,"[12.000000]",14300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
14400,0,4666024,100.000000,"[100.000000]",1,2.000000,"[2.000000]",14976,31.402880,33.000000,"[33.000000]",12.985600,"[12.985600]",31.402880,"[31.402880]",19.000000,"[19.000000]",14400,1.000000,"[1]",0.000000,"[0]",3.000000,"[3]",0.000000,"[0]",11.000000,"[11]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",1.000000,"[1]"
14500,0,4698413,100.000000,"[100.000000]",1,0.000000,"[0.000000]",13535,22.196680,30.000000,"[30.000000]",39.016600,"[39.016600]",22.196680,"[22.196680]",0.000000,"[0.000000]",14500,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",10.000000,"[10]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",1.000000,"[1]"
14600,0,4730741,100.000000,"[100.000000]",1,0.000000,"[0.000000]",13454,28.102500,36.000000,"[36.000000]",39.487500,"[39.487500]",28.102500,"[28.102500]",0.000000,"[0.000000]",14600,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
14700,0,4763200,100.000000,"[100.000000]",1,2.000000,"[2.000000]",10926,35.610420,36.001000,"[36.001000]",6.952900,"[6.952900]",35.610420,"[35.610420]",11.000000,"[11.000000]",14700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
14800,0,4795534,100.000000,"[100.000000]",1,0.000000,"[0.000000]",8225,26.617240,36.000000,"[36.000000]",46.913800,"[46.913800]",26.617240,"[26.617240]",0.000000,"[0.000000]",14800,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",4.000000,"[4]"
14900,0,4827940,100.000000,"[100.000000]",1,0.000000,"[0.000000]",8323,34.379080,36.000000,"[36.000000]",8.104600,"[8.104600]",34.379080,"[34.379080]",18.000000,"[18.000000]",14900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",3.000000,"[3]"
15000,0,4860347,91.666667,"[91.666667]",1,0.000000,"[0.000000]",8663,24.509720,33.000000,"[33.000000]",42.451400,"[42.451400]",24.509720,"[24.509720]",14.000000,"[14.000000]",15000,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",2.000000,"[2]"
15100,0,4892774,100.000000,"[100.000000]",1,2.000000,"[2.000000]",8729,39.613940,48.000100,"[48.000100]",46.930800,"[46.930800]",39.613940,"[39.613940]",2.000000,"[2.000000]",15100,0.000000,"[0]",0.000000,"[0]",14.000000,"[14]",1.000000,"[1]",16.000000,"[16]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",16.000000,"[16]",1.000000,"[1]"
15200,0,4925202,100.000000,"[100.000000]",1,0.000000,"[0.000000]",10045,27.405960,36.003000,"[36.003000]",42.985200,"[42.985200]",27.405960,"[27.405960]",0.000000,"[0.000000]",15200,0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
15300,0,4957533,100.000000,"[100.000000]",1,2.000000,"[2.000000]",13265,47.202380,48.000100,"[48.000100]",8.988600,"[8.988600]",47.202380,"[47.202380]",2.000000,"[2.000000]",15300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",16.000000,"[16]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",16.000000,"[16]",3.000000,"[3]"
15400,0,4989983,91.666667,"[91.666667]",1,2.000000,"[2.000000]",16770,32.601600,33.000000,"[33.000000]",6.992000,"[6.992000]",32.601600,"[32.601600]",15.000000,"[15.000000]",15400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",2.000000,"[2]"
15500,0,5022404,100.000000,"[100.000000]",1,5.000000,"[5.000000]",13677,37.109760,36.000000,"[36.000000]",6.951200,"[6.951200]",37.109760,"[37.109760]",5.000000,"[5.000000]",15500,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
15600,0,5054731,91.666667,"[91.666667]",1,2.000000,"[2.000000]",14534,31.797520,33.000000,"[33.000000]",11.012400,"[11.012400]",31.797520,"[31.797520]",16.000000,"[16.000000]",15600,0.000000,"[0]",1.000000,"[1]",1.000000,"[1]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",3.000000,"[3]"
15700,0,5087197,100.000000,"[100.000000]",1,0.000000,"[0.000000]",15144,34.774240,36.004000,"[36.004000]",6.148800,"[6.148800]",34.774240,"[34.774240]",0.000000,"[0.000000]",15700,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
15800,0,5119543,100.000000,"[100.000000]",1,0.000000,"[0.000000]",16134,34.806600,36.001000,"[36.001000]",5.972000,"[5.972000]",34.806600,"[34.806600]",13.000000,"[13.000000]",15800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
15900,0,5151967,100.000000,"[100.000000]",1,0.000000,"[0.000000]",17626,34.011720,36.000000,"[36.000000]",9.941400,"[9.941400]",34.011720,"[34.011720]",2.000000,"[2.000000]",15900,0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",1.000000,"[1]"
16000,0,5184380,0.000000,"[0.000000]",1,0.000000,"[0.000000]",18815,-0.400000,0.000000,"[0.000000]",2.000000,"[2.000000]",-0.400000,"[-0.400000]",0.000000,"[0.000000]",16000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]"
16100,0,5216784,100.000000,"[100.000000]",1,2.000000,"[2.000000]",18169,35.603640,36.000000,"[36.000000]",6.981800,"[6.981800]",35.603640,"[35.603640]",2.000000,"[2.000000]",16100,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
16200,0,5249229,100.000000,"[100.000000]",1,0.000000,"[0.000000]",18320,45.039740,48.002100,"[48.002100]",14.811800,"[14.811800]",45.039740,"[45.039740]",0.000000,"[0.000000]",16200,0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",1.000000,"[1]",16.000000,"[16]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",16.000000,"[16]",3.000000,"[3]"
16300,0,5281599,100.000000,"[100.000000]",1,0.000000,"[0.000000]",17006,33.812040,36.005000,"[36.005000]",10.964800,"[10.964800]",33.812040,"[33.812040]",15.000000,"[15.000000]",16300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",4.000000,"[4]"
16400,0,5313978,44.444444,"[44.444444]",1,8.000000,"[8.000000]",15456,37.112160,36.000400,"[36.000400]",14.441200,"[14.441200]",37.112160,"[37.112160]",24.000000,"[24.000000]",16400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",4.000000,"[4]",27.000000,"[27]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",6.000000,"[6]"
16500,0,5346412,100.000000,"[100.000000]",1,2.000000,"[2.000000]",15408,41.116280,48.000100,"[48.000100]",39.419100,"[39.419100]",41.116280,"[41.116280]",23.000000,"[23.000000]",16500,0.000000,"[0]",0.000000,"[0]",9.000000,"[9]",1.000000,"[1]",16.000000,"[16]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",16.000000,"[16]",5.000000,"[5]"
16600,0,5378751,0.000000,"[0.000000]",1,6.000000,"[6.000000]",16200,1.705840,0.000200,"[0.000200]",6.471800,"[6.471800]",1.705840,"[1.705840]",6.000000,"[6.000000]",16600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",19.000000,"[19]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]"
16700,0,5411133,75.000000,"[75.000000]",1,0.000000,"[0.000000]",12995,17.001440,27.004000,"[27.004000]",50.012800,"[50.012800]",17.001440,"[17.001440]",4.000000,"[4.000000]",16700,0.000000,"[0]",3.000000,"[3]",15.000000,"[15]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",9.000000,"[9]",3.000000,"[3]"
16800,0,5443597,91.666667,"[91.666667]",1,0.000000,"[0.000000]",12341,31.712020,33.004000,"[33.004000]",6.459900,"[6.459900]",31.712020,"[31.712020]",2.000000,"[2.000000]",16800,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]",2.000000,"[2]"
16900,0,5475989,100.000000,"[100.000000]",1,0.000000,"[0.000000]",10870,34.710380,36.001000,"[36.001000]",6.453100,"[6.453100]",34.710380,"[34.710380]",0.000000,"[0.000000]",16900,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
17000,0,5508342,21.739130,"[21.739130]",1,8.000000,"[8.000000]",5697,32.404440,30.001900,"[30.001900]",7.987300,"[7.987300]",32.404440,"[32.404440]",11.000000,"[11.000000]",17000,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",9.000000,"[9]",46.000000,"[46]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",3.000000,"[3]"
17100,0,5540792,41.666667,"[41.666667]",1,4.000000,"[4.000000]",4650,11.809960,15.003000,"[15.003000]",25.965200,"[25.965200]",11.809960,"[11.809960]",19.000000,"[19.000000]",17100,0.000000,"[0]",7.000000,"[7]",9.000000,"[9]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",2.000000,"[2]"
17200,0,5573226,28.301887,"[28.301887]",1,23.000000,"[23.000000]",4647,42.159940,45.059100,"[45.059100]",71.995800,"[71.995800]",42.159940,"[42.159940]",277.000000,"[277.000000]",17200,0.000000,"[0]",8.000000,"[8]",8.000000,"[8]",11.000000,"[11]",53.000000,"[53]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",15.000000,"[15]",27.000000,"[27]"
17300,0,5605563,0.000000,"[0.000000]",1,242.000000,"[242.000000]",8162,110.921040,0.007400,"[0.007400]",50.431800,"[50.431800]",110.921040,"[110.921040]",267.000000,"[267.000000]",17300,0.000000,"[0]",1.000000,"[1]",7.000000,"[7]",4.000000,"[4]",24.000000,"[24]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",15.000000,"[15]"
17400,0,5637935,3.703704,"[3.703704]",1,193.000000,"[193.000000]",10445,88.572320,3.033400,"[3.033400]",54.805400,"[54.805400]",88.572320,"[88.572320]",224.000000,"[224.000000]",17400,0.000000,"[0]",9.000000,"[9]",14.000000,"[14]",4.000000,"[4]",27.000000,"[27]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",10.000000,"[10]"
17500,0,5670404,42.105263,"[42.105263]",1,108.000000,"[108.000000]",10669,71.552220,24.006200,"[24.006200]",32.269900,"[32.269900]",71.552220,"[71.552220]",230.000000,"[230.000000]",17500,0.000000,"[0]",2.000000,"[2]",5.000000,"[5]",2.000000,"[2]",19.000000,"[19]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]",9.000000,"[9]"
17600,0,5702771,65.000000,"[65.000000]",1,241.000000,"[241.000000]",10181,156.011740,39.007200,"[39.007200]",17.477300,"[17.477300]",156.011740,"[156.011740]",509.000000,"[509.000000]",17600,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",2.000000,"[2]",20.000000,"[20]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",13.000000,"[13]",8.000000,"[8]"
17700,0,5735219,0.000000,"[0.000000]",1,115.000000,"[115.000000]",9034,46.935620,0.018200,"[0.018200]",52.912900,"[52.912900]",46.935620,"[46.935620]",243.000000,"[243.000000]",17700,0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",2.000000,"[2]",19.000000,"[19]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",11.000000,"[11]"
17800,0,5767566,0.000000,"[0.000000]",1,283.000000,"[283.000000]",8821,135.983620,0.014100,"[0.014100]",27.652400,"[27.652400]",135.983620,"[135.983620]",579.000000,"[579.000000]",17800,0.000000,"[0]",2.000000,"[2]",4.000000,"[4]",1.000000,"[1]",16.000000,"[16]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",8.000000,"[8]"
17900,0,5799973,37.037037,"[37.037037]",1,4.000000,"[4.000000]",7972,17.018680,30.025400,"[30.025400]",75.033600,"[75.033600]",17.018680,"[17.018680]",18.000000,"[18.000000]",17900,0.000000,"[0]",8.000000,"[8]",8.000000,"[8]",4.000000,"[4]",27.000000,"[27]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",10.000000,"[10]",29.000000,"[29]"
18000,0,5832362,31.578947,"[31.578947]",1,94.000000,"[94.000000]",9227,55.132840,18.006200,"[18.006200]",49.366800,"[49.366800]",55.132840,"[55.132840]",204.000000,"[204.000000]",18000,0.000000,"[0]",12.000000,"[12]",12.000000,"[12]",2.000000,"[2]",19.000000,"[19]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",6.000000,"[6]",12.000000,"[12]"
18100,0,5864776,31.578947,"[31.578947]",1,104.000000,"[104.000000]",7538,70.610340,36.015700,"[36.015700]",87.026800,"[87.026800]",70.610340,"[70.610340]",138.000000,"[138.000000]",18100,0.000000,"[0]",9.000000,"[9]",9.000000,"[9]",7.000000,"[7]",38.000000,"[38]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",34.000000,"[34]"
18200,0,5897186,4.545455,"[4.545455]",1,181.000000,"[181.000000]",8130,82.338100,3.001300,"[3.001300]",55.816000,"[55.816000]",82.338100,"[82.338100]",374.000000,"[374.000000]",18200,0.000000,"[0]",0.000000,"[0]",5.000000,"[5]",3.000000,"[3]",22.000000,"[22]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",1.000000,"[1]",20.000000,"[20]"
18300,0,5929596,100.000000,"[100.000000]",1,0.000000,"[0.000000]",9663,35.603560,36.000000,"[36.000000]",1.982200,"[1.982200]",35.603560,"[35.603560]",21.000000,"[21.000000]",18300,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]"
18400,0,5961984,100.000000,"[100.000000]",1,2.000000,"[2.000000]",7642,35.996000,36.000000,"[36.000000]",5.020000,"[5.020000]",35.996000,"[35.996000]",10.000000,"[10.000000]",18400,0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",0.000000,"[0]",0.000000,"[0]",0.000000,"[0]",12.000000,"[12]",2.000000,"[2]"
